-fno-vectorize,-fopenmp,-DN=512,-O0,OMP_NUM_THREADS,Run_Iteration,Result
True,False,-DN=2000,-O2,12,7,1.483824
True,False,-DN=2000,-O2,13,7,1.561076
True,False,-DN=2000,-O2,14,7,1.476582
True,False,-DN=2000,-O2,15,7,1.485746
True,False,-DN=2000,-O2,16,7,1.242156
True,False,-DN=2000,-O3,1,7,1.54021
True,False,-DN=2000,-O3,2,7,1.376217
True,False,-DN=2000,-O3,3,7,1.520689
True,False,-DN=2000,-O3,4,7,1.499872
True,False,-DN=2000,-O3,5,7,1.457875
True,False,-DN=2000,-O3,6,7,1.545906
True,False,-DN=2000,-O3,7,7,1.451567
True,False,-DN=2000,-O3,8,7,1.462186
True,False,-DN=2000,-O3,9,7,1.599509
True,False,-DN=2000,-O3,10,7,1.581354
True,False,-DN=2000,-O3,11,7,1.472735
True,False,-DN=2000,-O3,12,7,1.59648
True,False,-DN=2000,-O3,13,7,1.58327
True,False,-DN=2000,-O3,14,7,1.570257
True,False,-DN=2000,-O3,15,7,1.517625
True,False,-DN=2000,-O3,16,7,1.413384
True,False,-DN=2048,-O0,1,7,10.882505
True,False,-DN=2048,-O0,2,7,10.891051
True,False,-DN=2048,-O0,3,7,10.838494
True,False,-DN=2048,-O0,4,7,10.80522
True,False,-DN=2048,-O0,5,7,10.7257
True,False,-DN=2048,-O0,6,7,10.796408
True,False,-DN=2048,-O0,7,7,10.75496
True,False,-DN=2048,-O0,8,7,10.818856
True,False,-DN=2048,-O0,9,7,10.747097
True,False,-DN=2048,-O0,10,7,10.895015
True,False,-DN=2048,-O0,11,7,10.837766
True,False,-DN=2048,-O0,12,7,10.793459
True,False,-DN=2048,-O0,13,7,10.76485
True,False,-DN=2048,-O0,14,7,10.758792
True,False,-DN=2048,-O0,15,7,10.835597
True,False,-DN=2048,-O0,16,7,10.819165
True,False,-DN=2048,-O2,1,7,2.074927
True,False,-DN=2048,-O2,2,7,2.032919
True,False,-DN=2048,-O2,3,7,1.872814
True,False,-DN=2048,-O2,4,7,2.038675
True,False,-DN=2048,-O2,5,7,1.990878
True,False,-DN=2048,-O2,6,7,2.035848
True,False,-DN=2048,-O2,7,7,1.831862
True,False,-DN=2048,-O2,8,7,1.926429
True,False,-DN=2048,-O2,9,7,1.897481
True,False,-DN=2048,-O2,10,7,1.960856
True,False,-DN=2048,-O2,11,7,1.865732
True,False,-DN=2048,-O2,12,7,1.884997
True,False,-DN=2048,-O2,13,7,1.994126
True,False,-DN=2048,-O2,14,7,1.927036
True,False,-DN=2048,-O2,15,7,1.867517
True,False,-DN=2048,-O2,16,7,1.926128
True,False,-DN=2048,-O3,1,7,1.963761
True,False,-DN=2048,-O3,2,7,2.054264
True,False,-DN=2048,-O3,3,7,2.003468
True,False,-DN=2048,-O3,4,7,2.070426
True,False,-DN=2048,-O3,5,7,2.002547
True,False,-DN=2048,-O3,6,7,1.941315
True,False,-DN=2048,-O3,7,7,2.005783
True,False,-DN=2048,-O3,8,7,1.970619
True,False,-DN=2048,-O3,9,7,2.083609
True,False,-DN=2048,-O3,10,7,1.862902
True,False,-DN=2048,-O3,11,7,1.98845
True,False,-DN=2048,-O3,12,7,1.807508
True,False,-DN=2048,-O3,13,7,1.914384
True,False,-DN=2048,-O3,14,7,1.937011
True,False,-DN=2048,-O3,15,7,2.073342
True,False,-DN=2048,-O3,16,7,2.016229
False,True,-DN=512,-O0,1,7,0.202009
False,True,-DN=512,-O0,2,7,0.101191
False,True,-DN=512,-O0,3,7,0.068105
False,True,-DN=512,-O0,4,7,0.052018
False,True,-DN=512,-O0,5,7,0.046928
False,True,-DN=512,-O0,6,7,0.034752
False,True,-DN=512,-O0,7,7,0.030196
False,True,-DN=512,-O0,8,7,0.029599
False,True,-DN=512,-O0,9,7,0.023804
False,True,-DN=512,-O0,10,7,0.037968
False,True,-DN=512,-O0,11,7,0.031779
False,True,-DN=512,-O0,12,7,0.028767
False,True,-DN=512,-O0,13,7,0.034996
False,True,-DN=512,-O0,14,7,0.029139
False,True,-DN=512,-O0,15,7,0.015314
False,True,-DN=512,-O0,16,7,0.024891
False,True,-DN=512,-O2,1,7,0.015934
False,True,-DN=512,-O2,2,7,0.008029
False,True,-DN=512,-O2,3,7,0.005416
False,True,-DN=512,-O2,4,7,0.003911
False,True,-DN=512,-O2,5,7,0.006263
False,True,-DN=512,-O2,6,7,0.003191
False,True,-DN=512,-O2,7,7,0.004615
False,True,-DN=512,-O2,8,7,0.004121
False,True,-DN=512,-O2,9,7,0.003871
False,True,-DN=512,-O2,10,7,0.003028
False,True,-DN=512,-O2,11,7,0.003068
False,True,-DN=512,-O2,12,7,0.002601
False,True,-DN=512,-O2,13,7,0.003567
False,True,-DN=512,-O2,14,7,0.005288
False,True,-DN=512,-O2,15,7,0.003102
False,True,-DN=512,-O2,16,7,0.003876
False,True,-DN=512,-O3,1,7,0.015656
False,True,-DN=512,-O3,2,7,0.008337
False,True,-DN=512,-O3,3,7,0.005453
False,True,-DN=512,-O3,4,7,0.003978
False,True,-DN=512,-O3,5,7,0.003084
False,True,-DN=512,-O3,6,7,0.00259
False,True,-DN=512,-O3,7,7,0.002804
False,True,-DN=512,-O3,8,7,0.003827
False,True,-DN=512,-O3,9,7,0.001856
False,True,-DN=512,-O3,10,7,0.006196
False,True,-DN=512,-O3,11,7,0.002985
False,True,-DN=512,-O3,12,7,0.002614
False,True,-DN=512,-O3,13,7,0.003608
False,True,-DN=512,-O3,14,7,0.004237
False,True,-DN=512,-O3,15,7,0.005173
False,True,-DN=512,-O3,16,7,0.004876
False,True,-DN=513,-O0,1,7,0.199624
False,True,-DN=513,-O0,2,7,0.102763
False,True,-DN=513,-O0,3,7,0.068925
False,True,-DN=513,-O0,4,7,0.052839
False,True,-DN=513,-O0,5,7,0.047132
False,True,-DN=513,-O0,6,7,0.036221
False,True,-DN=513,-O0,7,7,0.030705
False,True,-DN=513,-O0,8,7,0.028442
False,True,-DN=513,-O0,9,7,0.024516
False,True,-DN=513,-O0,10,7,0.022043
False,True,-DN=513,-O0,11,7,0.033004
False,True,-DN=513,-O0,12,7,0.022666
False,True,-DN=513,-O0,13,7,0.037403
False,True,-DN=513,-O0,14,7,0.021538
False,True,-DN=513,-O0,15,7,0.025199
False,True,-DN=513,-O0,16,7,0.026659
False,True,-DN=513,-O2,1,7,0.017632
False,True,-DN=513,-O2,2,7,0.009035
False,True,-DN=513,-O2,3,7,0.00608
False,True,-DN=513,-O2,4,7,0.004519
False,True,-DN=513,-O2,5,7,0.003816
False,True,-DN=513,-O2,6,7,0.004386
False,True,-DN=513,-O2,7,7,0.002643
False,True,-DN=513,-O2,8,7,0.004506
False,True,-DN=513,-O2,9,7,0.004012
False,True,-DN=513,-O2,10,7,0.005489
False,True,-DN=513,-O2,11,7,0.003517
False,True,-DN=513,-O2,12,7,0.00294
False,True,-DN=513,-O2,13,7,0.003036
False,True,-DN=513,-O2,14,7,0.003986
False,True,-DN=513,-O2,15,7,0.005281
False,True,-DN=513,-O2,16,7,0.002584
False,True,-DN=513,-O3,1,7,0.017696
False,True,-DN=513,-O3,2,7,0.00911
False,True,-DN=513,-O3,3,7,0.006147
False,True,-DN=513,-O3,4,7,0.004528
False,True,-DN=513,-O3,5,7,0.007201
False,True,-DN=513,-O3,6,7,0.003012
False,True,-DN=513,-O3,7,7,0.003014
False,True,-DN=513,-O3,8,7,0.004681
False,True,-DN=513,-O3,9,7,0.004007
False,True,-DN=513,-O3,10,7,0.003601
False,True,-DN=513,-O3,11,7,0.00497
False,True,-DN=513,-O3,12,7,0.003079
False,True,-DN=513,-O3,13,7,0.00318
False,True,-DN=513,-O3,14,7,0.003842
False,True,-DN=513,-O3,15,7,0.003852
False,True,-DN=513,-O3,16,7,0.00231
False,True,-DN=1000,-O0,1,7,1.489308
False,True,-DN=1000,-O0,2,7,0.746773
False,True,-DN=1000,-O0,3,7,0.506313
False,True,-DN=1000,-O0,4,7,0.38278
False,True,-DN=1000,-O0,5,7,0.306713
False,True,-DN=1000,-O0,6,7,0.259712
False,True,-DN=1000,-O0,7,7,0.229347
False,True,-DN=1000,-O0,8,7,0.209606
False,True,-DN=1000,-O0,9,7,0.177567
False,True,-DN=1000,-O0,10,7,0.169456
False,True,-DN=1000,-O0,11,7,0.150106
False,True,-DN=1000,-O0,12,7,0.168982
False,True,-DN=1000,-O0,13,7,0.124913
False,True,-DN=1000,-O0,14,7,0.125581
False,True,-DN=1000,-O0,15,7,0.149215
False,True,-DN=1000,-O0,16,7,0.138496
False,True,-DN=1000,-O2,1,7,0.115901
False,True,-DN=1000,-O2,2,7,0.058808
False,True,-DN=1000,-O2,3,7,0.039954
False,True,-DN=1000,-O2,4,7,0.030661
False,True,-DN=1000,-O2,5,7,0.025219
False,True,-DN=1000,-O2,6,7,0.024466
False,True,-DN=1000,-O2,7,7,0.018362
False,True,-DN=1000,-O2,8,7,0.025129
False,True,-DN=1000,-O2,9,7,0.021303
False,True,-DN=1000,-O2,10,7,0.012642
False,True,-DN=1000,-O2,11,7,0.012305
False,True,-DN=1000,-O2,12,7,0.019612
False,True,-DN=1000,-O2,13,7,0.025904
False,True,-DN=1000,-O2,14,7,0.019793
False,True,-DN=1000,-O2,15,7,0.020108
False,True,-DN=1000,-O2,16,7,0.022784
False,True,-DN=1000,-O3,1,7,0.114129
False,True,-DN=1000,-O3,2,7,0.059991
False,True,-DN=1000,-O3,3,7,0.040131
False,True,-DN=1000,-O3,4,7,0.029711
False,True,-DN=1000,-O3,5,7,0.024313
False,True,-DN=1000,-O3,6,7,0.026568
False,True,-DN=1000,-O3,7,7,0.035059
False,True,-DN=1000,-O3,8,7,0.029431
False,True,-DN=1000,-O3,9,7,0.026489
False,True,-DN=1000,-O3,10,7,0.018792
False,True,-DN=1000,-O3,11,7,0.022407
False,True,-DN=1000,-O3,12,7,0.038987
False,True,-DN=1000,-O3,13,7,0.027688
False,True,-DN=1000,-O3,14,7,0.018788
False,True,-DN=1000,-O3,15,7,0.01563
False,True,-DN=1000,-O3,16,7,0.022143
False,True,-DN=1024,-O0,1,7,1.604813
False,True,-DN=1024,-O0,2,7,0.806062
False,True,-DN=1024,-O0,3,7,0.545517
False,True,-DN=1024,-O0,4,7,0.413774
False,True,-DN=1024,-O0,5,7,0.33589
False,True,-DN=1024,-O0,6,7,0.282095
False,True,-DN=1024,-O0,7,7,0.237871
False,True,-DN=1024,-O0,8,7,0.213813
False,True,-DN=1024,-O0,9,7,0.190787
False,True,-DN=1024,-O0,10,7,0.174866
False,True,-DN=1024,-O0,11,7,0.16938
False,True,-DN=1024,-O0,12,7,0.154436
False,True,-DN=1024,-O0,13,7,0.151833
False,True,-DN=1024,-O0,14,7,0.134694
False,True,-DN=1024,-O0,15,7,0.130078
False,True,-DN=1024,-O0,16,7,0.138482
False,True,-DN=1024,-O2,1,7,0.128977
False,True,-DN=1024,-O2,2,7,0.064662
False,True,-DN=1024,-O2,3,7,0.048091
False,True,-DN=1024,-O2,4,7,0.032118
False,True,-DN=1024,-O2,5,7,0.027056
False,True,-DN=1024,-O2,6,7,0.023496
False,True,-DN=1024,-O2,7,7,0.023965
False,True,-DN=1024,-O2,8,7,0.019086
False,True,-DN=1024,-O2,9,7,0.03162
False,True,-DN=1024,-O2,10,7,0.013511
False,True,-DN=1024,-O2,11,7,0.016662
False,True,-DN=1024,-O2,12,7,0.011814
False,True,-DN=1024,-O2,13,7,0.011616
False,True,-DN=1024,-O2,14,7,0.013488
False,True,-DN=1024,-O2,15,7,0.018566
False,True,-DN=1024,-O2,16,7,0.016102
False,True,-DN=1024,-O3,1,7,0.12291
False,True,-DN=1024,-O3,2,7,0.06262
False,True,-DN=1024,-O3,3,7,0.043117
False,True,-DN=1024,-O3,4,7,0.033029
False,True,-DN=1024,-O3,5,7,0.029304
False,True,-DN=1024,-O3,6,7,0.021687
False,True,-DN=1024,-O3,7,7,0.023146
False,True,-DN=1024,-O3,8,7,0.016895
False,True,-DN=1024,-O3,9,7,0.028552
False,True,-DN=1024,-O3,10,7,0.024157
False,True,-DN=1024,-O3,11,7,0.023553
False,True,-DN=1024,-O3,12,7,0.011573
False,True,-DN=1024,-O3,13,7,0.015132
False,True,-DN=1024,-O3,14,7,0.018133
False,True,-DN=1024,-O3,15,7,0.024984
False,True,-DN=1024,-O3,16,7,0.042847
False,True,-DN=2000,-O0,1,7,12.145833
False,True,-DN=2000,-O0,2,7,6.07899
False,True,-DN=2000,-O0,3,7,4.122312
False,True,-DN=2000,-O0,4,7,3.128583
False,True,-DN=2000,-O0,5,7,2.500664
False,True,-DN=2000,-O0,6,7,2.108103
False,True,-DN=2000,-O0,7,7,1.816615
False,True,-DN=2000,-O0,8,7,1.6084
False,True,-DN=2000,-O0,9,7,1.468078
False,True,-DN=2000,-O0,10,7,1.308833
False,True,-DN=2000,-O0,11,7,1.20607
False,True,-DN=2000,-O0,12,7,1.12089
False,True,-DN=2000,-O0,13,7,1.035355
False,True,-DN=2000,-O0,14,7,0.963684
False,True,-DN=2000,-O0,15,7,0.928828
False,True,-DN=2000,-O0,16,7,0.862345
False,True,-DN=2000,-O2,1,7,1.702487
False,True,-DN=2000,-O2,2,7,0.851441
False,True,-DN=2000,-O2,3,7,0.487454
False,True,-DN=2000,-O2,4,7,0.417143
False,True,-DN=2000,-O2,5,7,0.375861
False,True,-DN=2000,-O2,6,7,0.292739
False,True,-DN=2000,-O2,7,7,0.256781
False,True,-DN=2000,-O2,8,7,0.238428
False,True,-DN=2000,-O2,9,7,0.210678
False,True,-DN=2000,-O2,10,7,0.198894
False,True,-DN=2000,-O2,11,7,0.184342
False,True,-DN=2000,-O2,12,7,0.163184
False,True,-DN=2000,-O2,13,7,0.15183
False,True,-DN=2000,-O2,14,7,0.149809
False,True,-DN=2000,-O2,15,7,0.156786
False,True,-DN=2000,-O2,16,7,0.159443
False,True,-DN=2000,-O3,1,7,1.604942
False,True,-DN=2000,-O3,2,7,0.848571
False,True,-DN=2000,-O3,3,7,0.528422
False,True,-DN=2000,-O3,4,7,0.441889
False,True,-DN=2000,-O3,5,7,0.342035
False,True,-DN=2000,-O3,6,7,0.298666
False,True,-DN=2000,-O3,7,7,0.25176
False,True,-DN=2000,-O3,8,7,0.245305
False,True,-DN=2000,-O3,9,7,0.196086
False,True,-DN=2000,-O3,10,7,0.175303
False,True,-DN=2000,-O3,11,7,0.160048
False,True,-DN=2000,-O3,12,7,0.180275
False,True,-DN=2000,-O3,13,7,0.17755
False,True,-DN=2000,-O3,14,7,0.146729
False,True,-DN=2000,-O3,15,7,0.123775
False,True,-DN=2000,-O3,16,7,0.142957
False,True,-DN=2048,-O0,1,7,13.262246
False,True,-DN=2048,-O0,2,7,6.600277
False,True,-DN=2048,-O0,3,7,4.495189
False,True,-DN=2048,-O0,4,7,3.388398
False,True,-DN=2048,-O0,5,7,2.703212
False,True,-DN=2048,-O0,6,7,2.29118
False,True,-DN=2048,-O0,7,7,1.966512
False,True,-DN=2048,-O0,8,7,1.729174
False,True,-DN=2048,-O0,9,7,1.565996
False,True,-DN=2048,-O0,10,7,1.438135
False,True,-DN=2048,-O0,11,7,1.310006
False,True,-DN=2048,-O0,12,7,1.213543
False,True,-DN=2048,-O0,13,7,1.135326
False,True,-DN=2048,-O0,14,7,1.061046
False,True,-DN=2048,-O0,15,7,1.014171
False,True,-DN=2048,-O0,16,7,0.996552
False,True,-DN=2048,-O2,1,7,1.954009
False,True,-DN=2048,-O2,2,7,0.969457
False,True,-DN=2048,-O2,3,7,0.676311
False,True,-DN=2048,-O2,4,7,0.500733
False,True,-DN=2048,-O2,5,7,0.422472
False,True,-DN=2048,-O2,6,7,0.388546
False,True,-DN=2048,-O2,7,7,0.327669
False,True,-DN=2048,-O2,8,7,0.299434
False,True,-DN=2048,-O2,9,7,0.264222
False,True,-DN=2048,-O2,10,7,0.231181
False,True,-DN=2048,-O2,11,7,0.229849
False,True,-DN=2048,-O2,12,7,0.228847
False,True,-DN=2048,-O2,13,7,0.206942
False,True,-DN=2048,-O2,14,7,0.181183
False,True,-DN=2048,-O2,15,7,0.181983
False,True,-DN=2048,-O2,16,7,0.25211
False,True,-DN=2048,-O3,1,7,2.01836
False,True,-DN=2048,-O3,2,7,1.035801
False,True,-DN=2048,-O3,3,7,0.720319
False,True,-DN=2048,-O3,4,7,0.507462
False,True,-DN=2048,-O3,5,7,0.407238
False,True,-DN=2048,-O3,6,7,0.374912
False,True,-DN=2048,-O3,7,7,0.332214
False,True,-DN=2048,-O3,8,7,0.285409
False,True,-DN=2048,-O3,9,7,0.271305
False,True,-DN=2048,-O3,10,7,0.258515
False,True,-DN=2048,-O3,11,7,0.219289
False,True,-DN=2048,-O3,12,7,0.196732
False,True,-DN=2048,-O3,13,7,0.189076
False,True,-DN=2048,-O3,14,7,0.189264
False,True,-DN=2048,-O3,15,7,0.189027
False,True,-DN=2048,-O3,16,7,0.177584
False,False,-DN=512,-O0,1,7,0.162337
False,False,-DN=512,-O0,2,7,0.158819
False,False,-DN=512,-O0,3,7,0.160794
False,False,-DN=512,-O0,4,7,0.157165
False,False,-DN=512,-O0,5,7,0.154498
False,False,-DN=512,-O0,6,7,0.156008
False,False,-DN=512,-O0,7,7,0.154306
False,False,-DN=512,-O0,8,7,0.154124
False,False,-DN=512,-O0,9,7,0.155165
False,False,-DN=512,-O0,10,7,0.157445
False,False,-DN=512,-O0,11,7,0.159813
False,False,-DN=512,-O0,12,7,0.155942
False,False,-DN=512,-O0,13,7,0.158333
False,False,-DN=512,-O0,14,7,0.156888
False,False,-DN=512,-O0,15,7,0.156339
False,False,-DN=512,-O0,16,7,0.155158
False,False,-DN=512,-O2,1,7,0.015974
False,False,-DN=512,-O2,2,7,0.016157
False,False,-DN=512,-O2,3,7,0.015971
False,False,-DN=512,-O2,4,7,0.01593
False,False,-DN=512,-O2,5,7,0.01658
False,False,-DN=512,-O2,6,7,0.015935
False,False,-DN=512,-O2,7,7,0.01616
False,False,-DN=512,-O2,8,7,0.016016
False,False,-DN=512,-O2,9,7,0.015777
False,False,-DN=512,-O2,10,7,0.015894
False,False,-DN=512,-O2,11,7,0.016117
False,False,-DN=512,-O2,12,7,0.016028
False,False,-DN=512,-O2,13,7,0.015638
False,False,-DN=512,-O2,14,7,0.016059
False,False,-DN=512,-O2,15,7,0.015834
False,False,-DN=512,-O2,16,7,0.016017
False,False,-DN=512,-O3,1,7,0.015868
False,False,-DN=512,-O3,2,7,0.016049
False,False,-DN=512,-O3,3,7,0.016168
False,False,-DN=512,-O3,4,7,0.016016
False,False,-DN=512,-O3,5,7,0.01615
False,False,-DN=512,-O3,6,7,0.015331
False,False,-DN=512,-O3,7,7,0.016044
False,False,-DN=512,-O3,8,7,0.015904
False,False,-DN=512,-O3,9,7,0.015942
False,False,-DN=512,-O3,10,7,0.016202
False,False,-DN=512,-O3,11,7,0.016679
False,False,-DN=512,-O3,12,7,0.0155
False,False,-DN=512,-O3,13,7,0.015816
False,False,-DN=512,-O3,14,7,0.015691
False,False,-DN=512,-O3,15,7,0.015891
False,False,-DN=512,-O3,16,7,0.016081
False,False,-DN=513,-O0,1,7,0.155389
False,False,-DN=513,-O0,2,7,0.157036
False,False,-DN=513,-O0,3,7,0.15304
False,False,-DN=513,-O0,4,7,0.157378
False,False,-DN=513,-O0,5,7,0.156247
False,False,-DN=513,-O0,6,7,0.155067
False,False,-DN=513,-O0,7,7,0.154964
False,False,-DN=513,-O0,8,7,0.157395
False,False,-DN=513,-O0,9,7,0.156642
False,False,-DN=513,-O0,10,7,0.155426
False,False,-DN=513,-O0,11,7,0.156085
False,False,-DN=513,-O0,12,7,0.156977
False,False,-DN=513,-O0,13,7,0.157329
False,False,-DN=513,-O0,14,7,0.15538
False,False,-DN=513,-O0,15,7,0.160103
False,False,-DN=513,-O0,16,7,0.153898
False,False,-DN=513,-O2,1,7,0.018026
False,False,-DN=513,-O2,2,7,0.017618
False,False,-DN=513,-O2,3,7,0.01831
False,False,-DN=513,-O2,4,7,0.017733
False,False,-DN=513,-O2,5,7,0.018223
False,False,-DN=513,-O2,6,7,0.017582
False,False,-DN=513,-O2,7,7,0.018491
False,False,-DN=513,-O2,8,7,0.018151
False,False,-DN=513,-O2,9,7,0.017766
False,False,-DN=513,-O2,10,7,0.017375
False,False,-DN=513,-O2,11,7,0.018137
False,False,-DN=513,-O2,12,7,0.018049
False,False,-DN=513,-O2,13,7,0.01773
False,False,-DN=513,-O2,14,7,0.018177
False,False,-DN=513,-O2,15,7,0.017396
False,False,-DN=513,-O2,16,7,0.01807
False,False,-DN=513,-O3,1,7,0.017779
False,False,-DN=513,-O3,2,7,0.018122
False,False,-DN=513,-O3,3,7,0.017964
False,False,-DN=513,-O3,4,7,0.018548
False,False,-DN=513,-O3,5,7,0.01821
False,False,-DN=513,-O3,6,7,0.017491
False,False,-DN=513,-O3,7,7,0.018291
False,False,-DN=513,-O3,8,7,0.017552
False,False,-DN=513,-O3,9,7,0.017366
False,False,-DN=513,-O3,10,7,0.0181
False,False,-DN=513,-O3,11,7,0.017708
False,False,-DN=513,-O3,12,7,0.018191
False,False,-DN=513,-O3,13,7,0.017571
False,False,-DN=513,-O3,14,7,0.017726
False,False,-DN=513,-O3,15,7,0.017603
False,False,-DN=513,-O3,16,7,0.018076
False,False,-DN=1000,-O0,1,7,1.16656
False,False,-DN=1000,-O0,2,7,1.172546
False,False,-DN=1000,-O0,3,7,1.181227
False,False,-DN=1000,-O0,4,7,1.17079
False,False,-DN=1000,-O0,5,7,1.180439
False,False,-DN=1000,-O0,6,7,1.162696
False,False,-DN=1000,-O0,7,7,1.156614
False,False,-DN=1000,-O0,8,7,1.176543
False,False,-DN=1000,-O0,9,7,1.167591
False,False,-DN=1000,-O0,10,7,1.167574
False,False,-DN=1000,-O0,11,7,1.162609
False,False,-DN=1000,-O0,12,7,1.161492
False,False,-DN=1000,-O0,13,7,1.163643
False,False,-DN=1000,-O0,14,7,1.171889
False,False,-DN=1000,-O0,15,7,1.164239
False,False,-DN=1000,-O0,16,7,1.170571
False,False,-DN=1000,-O2,1,7,0.116392
False,False,-DN=1000,-O2,2,7,0.111898
False,False,-DN=1000,-O2,3,7,0.114489
False,False,-DN=1000,-O2,4,7,0.112636
False,False,-DN=1000,-O2,5,7,0.112319
False,False,-DN=1000,-O2,6,7,0.114253
False,False,-DN=1000,-O2,7,7,0.113732
False,False,-DN=1000,-O2,8,7,0.116043
False,False,-DN=1000,-O2,9,7,0.114552
False,False,-DN=1000,-O2,10,7,0.113289
False,False,-DN=1000,-O2,11,7,0.11297
False,False,-DN=1000,-O2,12,7,0.116461
False,False,-DN=1000,-O2,13,7,0.112395
False,False,-DN=1000,-O2,14,7,0.1136
False,False,-DN=1000,-O2,15,7,0.112802
False,False,-DN=1000,-O2,16,7,0.11628
False,False,-DN=1000,-O3,1,7,0.112642
False,False,-DN=1000,-O3,2,7,0.112343
False,False,-DN=1000,-O3,3,7,0.114736
False,False,-DN=1000,-O3,4,7,0.114528
False,False,-DN=1000,-O3,5,7,0.115141
False,False,-DN=1000,-O3,6,7,0.112239
False,False,-DN=1000,-O3,7,7,0.113947
False,False,-DN=1000,-O3,8,7,0.113858
False,False,-DN=1000,-O3,9,7,0.112621
False,False,-DN=1000,-O3,10,7,0.113313
False,False,-DN=1000,-O3,11,7,0.112384
False,False,-DN=1000,-O3,12,7,0.115582
False,False,-DN=1000,-O3,13,7,0.116688
False,False,-DN=1000,-O3,14,7,0.113182
False,False,-DN=1000,-O3,15,7,0.116912
False,False,-DN=1000,-O3,16,7,0.112936
False,False,-DN=1024,-O0,1,7,1.26405
False,False,-DN=1024,-O0,2,7,1.240807
False,False,-DN=1024,-O0,3,7,1.246536
False,False,-DN=1024,-O0,4,7,1.260427
False,False,-DN=1024,-O0,5,7,1.24599
False,False,-DN=1024,-O0,6,7,1.250433
False,False,-DN=1024,-O0,7,7,1.249497
False,False,-DN=1024,-O0,8,7,1.247503
False,False,-DN=1024,-O0,9,7,1.255379
False,False,-DN=1024,-O0,10,7,1.242847
False,False,-DN=1024,-O0,11,7,1.255878
False,False,-DN=1024,-O0,12,7,1.25256
False,False,-DN=1024,-O0,13,7,1.257442
False,False,-DN=1024,-O0,14,7,1.248085
False,False,-DN=1024,-O0,15,7,1.253357
False,False,-DN=1024,-O0,16,7,1.256567
False,False,-DN=1024,-O2,1,7,0.120596
False,False,-DN=1024,-O2,2,7,0.121079
False,False,-DN=1024,-O2,3,7,0.122722
False,False,-DN=1024,-O2,4,7,0.120509
False,False,-DN=1024,-O2,5,7,0.122736
False,False,-DN=1024,-O2,6,7,0.121632
False,False,-DN=1024,-O2,7,7,0.122329
False,False,-DN=1024,-O2,8,7,0.121592
False,False,-DN=1024,-O2,9,7,0.121502
False,False,-DN=1024,-O2,10,7,0.121724
False,False,-DN=1024,-O2,11,7,0.122126
False,False,-DN=1024,-O2,12,7,0.121147
False,False,-DN=1024,-O2,13,7,0.12076
False,False,-DN=1024,-O2,14,7,0.122928
False,False,-DN=1024,-O2,15,7,0.122097
False,False,-DN=1024,-O2,16,7,0.121813
False,False,-DN=1024,-O3,1,7,0.122925
False,False,-DN=1024,-O3,2,7,0.121874
False,False,-DN=1024,-O3,3,7,0.121553
False,False,-DN=1024,-O3,4,7,0.123319
False,False,-DN=1024,-O3,5,7,0.122203
False,False,-DN=1024,-O3,6,7,0.122438
False,False,-DN=1024,-O3,7,7,0.121683
False,False,-DN=1024,-O3,8,7,0.122877
False,False,-DN=1024,-O3,9,7,0.122818
False,False,-DN=1024,-O3,10,7,0.121279
False,False,-DN=1024,-O3,11,7,0.122373
False,False,-DN=1024,-O3,12,7,0.121173
False,False,-DN=1024,-O3,13,7,0.124502
False,False,-DN=1024,-O3,14,7,0.121365
False,False,-DN=1024,-O3,15,7,0.123777
False,False,-DN=1024,-O3,16,7,0.121857
False,False,-DN=2000,-O0,1,7,10.069224
False,False,-DN=2000,-O0,2,7,10.045261
False,False,-DN=2000,-O0,3,7,10.055854
False,False,-DN=2000,-O0,4,7,10.087101
False,False,-DN=2000,-O0,5,7,10.071752
False,False,-DN=2000,-O0,6,7,10.070126
False,False,-DN=2000,-O0,7,7,9.927189
False,False,-DN=2000,-O0,8,7,10.081921
False,False,-DN=2000,-O0,9,7,10.120712
False,False,-DN=2000,-O0,10,7,9.976471
False,False,-DN=2000,-O0,11,7,9.950006
False,False,-DN=2000,-O0,12,7,10.069874
False,False,-DN=2000,-O0,13,7,9.952096
False,False,-DN=2000,-O0,14,7,10.054075
False,False,-DN=2000,-O0,15,7,9.957407
False,False,-DN=2000,-O0,16,7,10.008972
False,False,-DN=2000,-O2,1,7,1.532839
False,False,-DN=2000,-O2,2,7,1.549491
False,False,-DN=2000,-O2,3,7,1.535497
False,False,-DN=2000,-O2,4,7,1.439884
False,False,-DN=2000,-O2,5,7,1.544881
False,False,-DN=2000,-O2,6,7,1.529955
False,False,-DN=2000,-O2,7,7,1.545809
False,False,-DN=2000,-O2,8,7,1.651866
False,False,-DN=2000,-O2,9,7,1.544715
False,False,-DN=2000,-O2,10,7,1.466192
False,False,-DN=2000,-O2,11,7,1.524109
False,False,-DN=2000,-O2,12,7,1.400539
False,False,-DN=2000,-O2,13,7,1.454224
False,False,-DN=2000,-O2,14,7,1.32269
False,False,-DN=2000,-O2,15,7,1.545519
False,False,-DN=2000,-O2,16,7,1.548648
False,False,-DN=2000,-O3,1,7,1.5558
False,False,-DN=2000,-O3,2,7,1.520507
False,False,-DN=2000,-O3,3,7,1.424992
False,False,-DN=2000,-O3,4,7,1.402209
False,False,-DN=2000,-O3,5,7,1.274432
False,False,-DN=2000,-O3,6,7,1.354258
False,False,-DN=2000,-O3,7,7,1.560529
False,False,-DN=2000,-O3,8,7,1.437715
